,pid1,pid2,cnt,throughput_avg,throughput_std,total_bytes,total_timespent,city1,city2,fips_code1,fips_code2,continent_code1,continent_code2,isp1,isp2,min_ts,max_ts,cnt_neighbour
735,110fd4fa-f7b9-4443-98ed-54bfae6d23d2,65a7cc99-a4b1-41fc-8174-c725df259678,19,327.06033053602977,97.59901044035692,24606568,79971,Marrakesh,Frankfurt am Main,MO,GM,Northern Africa,Western Europe,Orange Morocco,Unitymedia,2020-07-03 17:58:05.397000+00:00,2020-07-03 18:28:29.204000+00:00,34
1898,2ad1cedc-4da8-409f-a259-ca0d06a85fd7,e44f2b7f-006f-4499-8fd4-986705d4c1e3,136,359.89031851686036,93.70980039611942,175276160,519954,Kaiserslautern,Zamora,GM,SP,Western Europe,Southern Europe,Vodafone Kabel Deutschland,Vodafone Ono,2020-07-03 11:47:46.720000+00:00,2020-07-03 12:45:10.643000+00:00,10
9345,ce83dd3a-db8b-40fd-b79e-ab6c6fc7ee54,feb199bd-2f13-4572-b78e-df7fcabe3476,4,672.5308323370855,261.0748096751337,5226400,8678,Potsdam,Chaville,GM,FR,Western Europe,Western Europe,Deutsches Forschungsnetz,Bouygues Telecom,2020-07-03 11:34:43.360000+00:00,2020-07-03 11:45:48.780000+00:00,8
954,16f5bcdb-c911-4d0e-88da-0715f05f501f,73ff9d34-46f1-4132-93be-d29729843208,133,333.7264845083275,89.36742405556372,170287768,545763,Wirral,Libramont,UK,BE,Northern Europe,Western Europe,Sky Broadband,Scarlet Belgium,2020-07-03 22:08:52.309000+00:00,2020-07-03 22:49:31.928000+00:00,23
4727,67014b26-07c1-4b50-9307-c4941ef7fcbb,f9835e6f-24cf-4827-8a0b-537cfbe633cc,7,494.62872181881346,188.59441185918345,9065736,20729,Granby,Newark,CA,US,Northern America,Northern America,Videotron Ltee,Verizon Fios,2020-07-03 22:15:58.034000+00:00,2020-07-03 22:27:28.227000+00:00,7
656,0e97af87-3be2-4a2e-bc25-ee577978cfee,3b4d7001-cfb3-4e2a-8dee-3a58b1f09614,2,210.61845608821238,12.10340454751024,1986032,9337,Fes,Frankfurt am Main,MO,GM,Northern Africa,Western Europe,Maroc Telecom,Unitymedia,2020-07-03 12:15:37.562000+00:00,2020-07-03 12:33:29.744000+00:00,6
10264,e1e6f678-4b72-416c-8b1f-599095086daa,8633c65c-beeb-40d1-8dbc-f1242ec1405f,28,297.3693663034992,65.02450952812305,36434400,127089,Marrakesh,Porto,MO,PO,Northern Africa,Southern Europe,Maroc Telecom,"Nos Comunicacoes, S.A.",2020-07-03 09:49:04.330000+00:00,2020-07-03 10:06:11.513000+00:00,18
5804,80e60985-56d5-4ff9-a52f-e0e8a666815b,0407fcae-6587-44b4-80a2-846e578ad876,21,295.78996083436834,32.39257929478006,26655768,91057,Halle,Bonn,GM,GM,Western Europe,Western Europe,Primacom Berlin GmbH,Unitymedia,2020-07-03 20:03:14.415000+00:00,2020-07-03 21:20:52.046000+00:00,11
4981,6bf4f34b-2876-4ea7-a658-7d58b7a93b75,8d74bc04-162b-4724-a480-56ceb512b6f3,5,266.155682077536,40.057680434078826,6396888,24455,Brooklyn,Amsterdam,US,NL,Northern America,Western Europe,Spectrum,Euronet Communications B.V.,2020-07-03 21:12:24.087000+00:00,2020-07-03 21:30:31.034000+00:00,7
6021,866ae780-44cb-48e1-b729-052054231cfa,acdd01db-c5fc-41bf-946b-a54c74515601,23,363.96177482578844,71.26672684819027,29896136,84998,Quincy,Barcelona,US,SP,Northern America,Southern Europe,Comcast Cable,Jazztel,2020-07-03 23:35:02.756000+00:00,2020-07-03 23:42:56.351000+00:00,8
2807,3cc93a91-0aa7-46a0-8f3e-47885e8a4128,bfd9f6b3-e6db-4eb2-986b-e05f7edb1e22,5,549.6669039359705,127.55295625393491,6535256,12439,Karlsruhe,Liège,GM,BE,Western Europe,Western Europe,Unitymedia,Proximus Pickx,2020-07-03 14:41:56.559000+00:00,2020-07-03 14:59:31.571000+00:00,6
8571,bd7796c7-9d09-4f43-bb74-90ad8fa642b2,5e3a52db-9af0-4672-806f-71883562675a,5,238.7434651113521,35.71952887094628,6216408,26239,Sharjah,Montreal,AE,CA,Western Asia,Northern America,Etisalat,Carry Telecom,2020-07-03 22:31:35.697000+00:00,2020-07-03 22:45:26.412000+00:00,14
10079,dd5166b8-e261-4b88-9710-10351426959b,8c7767a5-399f-4e5e-9a18-aa81f0cd1d48,3,260.49833105419157,43.883373754154725,3911528,15345,La Salvetat-Saint-Gilles,Arlington,FR,US,Western Europe,Northern America,Free SAS,Comcast Cable,2020-07-03 02:25:14.805000+00:00,2020-07-03 02:25:24.037000+00:00,10
2310,35cda495-148c-4f68-b2fc-7af3e90ebe47,c741f1d4-de05-46ed-9ffc-cdfb5be2a7e4,3,269.8840203172148,37.99038848753676,3956648,14859,The Hague,Sant Boi de Llobregat,NL,SP,Western Europe,Southern Europe,KPN,Vodafone Spain,2020-07-03 15:26:54.982000+00:00,2020-07-03 15:30:41.380000+00:00,7
1604,23d44c2d-ed7a-42d7-a044-f26af5a341e6,c9f83774-079d-41c7-b55c-88c6b35ae5cc,7,317.49363050198536,56.69265264559605,9137928,29555,Montreal,Amsterdam,CA,NL,Northern America,Western Europe,Bell Canada,T-Mobile Thuis,2020-07-03 20:07:41.049000+00:00,2020-07-03 20:14:45.559000+00:00,12
8008,ade2a75b-4973-4538-a171-117d20b061fa,c48c3cf8-2475-45d3-9dfd-565f0fce3233,2,431.32456626235825,12.450331202100452,1817584,4216,Casablanca,Villamediana de Iregua,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Orange Espana,2020-07-03 23:48:24.718000+00:00,2020-07-03 23:48:26.839000+00:00,7
10210,e106e753-b8d6-4a50-b1a2-3a0b046fdd3b,364c8f79-0e68-499f-b198-5b641b688980,13,48.24215977573737,10.183562204999474,2383652,51053,Le Plessis-Bouchard,Beaumont-sur-Oise,FR,FR,Western Europe,Western Europe,Free SAS,SFR,2020-07-03 13:36:09.789000+00:00,2020-07-03 13:39:04.923000+00:00,11
5899,840f7552-ae57-4155-bfba-b326c5b67ae9,7c5ebf05-d9f4-4392-830a-281c03d41ff6,30,376.65028931453594,66.8850146191838,38230928,104728,Safi,Casablanca,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 20:00:41.418000+00:00,2020-07-03 20:11:51.971000+00:00,11
3489,4982e169-feac-4a1a-82d0-d7728068425e,136e044d-1a77-4582-8b54-5adb33c3041e,249,363.30872382643963,72.31666846796749,321152504,924590,Gardner,Oslo,US,NO,Northern America,Northern Europe,Comcast Cable,Telenor Norge,2020-07-03 19:26:04.798000+00:00,2020-07-03 21:42:32.924000+00:00,18
4791,691de975-217d-4b9e-befe-ff707220feb8,0dc77bba-7495-44ed-81f4-fee76907f97f,6,531.0986461847011,199.55092925811724,7786960,16364,Roscrea,Madrid,EI,SP,Northern Europe,Southern Europe,Vodafone Ireland,Masmovil,2020-07-03 20:27:16.180000+00:00,2020-07-03 20:30:58.671000+00:00,7
3996,56909bf2-eea0-44a1-ab3d-681e566c6f36,20754f1c-0dd8-4ca0-8321-a11320da8da5,15,357.8429615521318,101.8581807432847,19244808,58197,Oslo,Arlington,NO,US,Northern Europe,Northern America,Globalconnect,Verizon Fios,2020-07-03 13:39:09.334000+00:00,2020-07-03 13:44:04.161000+00:00,10
10036,dd36c220-2813-4f3c-952c-00fb66cc2ff2,b76aa929-bcc5-4d0a-ba3a-ee92cbf02542,5,260.15048205777043,35.768105145336214,6604440,25786,Montreal,Madrid,CA,SP,Northern America,Southern Europe,Bravo Telecom,Masmovil,2020-07-03 20:41:17.586000+00:00,2020-07-03 20:43:48.512000+00:00,6
8150,b0527f5d-9615-41f7-b00d-7c57fbb6031f,668b32c2-0fbf-48f7-85f5-f4b32f0cb1d9,42,346.65423015868635,98.03608096284884,54295152,168508,Libramont,Rixheim,BE,FR,Western Europe,Western Europe,Scarlet Belgium,Free SAS,2020-07-03 21:09:54.663000+00:00,2020-07-03 22:37:48.633000+00:00,8
6586,92ba2512-ecb2-4658-a042-6b23edf752b4,e4c7299f-eb7e-41fe-83e1-619f34ee86ef,11,272.670206440761,93.46142022766719,9259752,32221,St Louis,Madrid,US,SP,Northern America,Southern Europe,Spectrum,Masmovil,2020-07-03 18:09:22.920000+00:00,2020-07-03 18:39:01.687000+00:00,9
9130,c885cf70-780a-4789-957d-bbc1dd4657fa,d4eaaada-0e2f-4753-830e-cbe5aff31b36,3,272.8345123058314,55.74087593089083,3869416,14574,Meknes,Dublin,MO,EI,Northern Africa,Northern Europe,Maroc Telecom,Virgin Media Ireland,2020-07-03 21:24:22.574000+00:00,2020-07-03 21:25:53.067000+00:00,17
6668,94628ca8-3b69-41e2-b226-abbaf565a7fc,93a73dd3-bb52-44bc-bb78-0473d46cfa1a,9,548.2989305079323,246.12323909171383,11551096,24879,Temara,Le Blanc-Mesnil,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Free SAS,2020-07-03 12:27:44.739000+00:00,2020-07-03 12:30:15.033000+00:00,10
3394,488368ce-41f2-4a3b-bade-0dd4432ea975,52bf6ebb-4130-43cd-b614-62b7f6e2643e,2,55.1773312163469,3.675509771585629,897136,16285,Bologna,Agadir,IT,MO,Southern Europe,Northern Africa,Telecom Italia,Maroc Telecom ADSL,2020-07-03 18:55:29.659000+00:00,2020-07-03 18:55:47.206000+00:00,16
8242,b3b38336-5d43-4fd4-a1f0-798e8e8222f7,1c46953e-3acf-4ce4-9b93-22c7e722691f,5,308.8199571958339,82.92724040911189,6526232,22220,Kista,Perpignan,SW,FR,Northern Europe,Western Europe,Com Hem,Bouygues Telecom,2020-07-03 19:34:27.860000+00:00,2020-07-03 20:00:49.756000+00:00,8
5622,7a6c3d7d-8f61-4c69-a752-16ea2b1f90cc,9cb165b2-c06c-4d81-bfc1-69e866167a76,5,300.6014927624951,39.84133881767156,6423960,21650,Tangier,Alexandria,MO,US,Northern Africa,Northern America,Maroc Telecom,Comcast Cable,2020-07-03 13:53:41.337000+00:00,2020-07-03 13:56:29.503000+00:00,18
3200,42ed679e-c49d-40e0-b384-02bda775dff5,f87fcb89-17a1-461b-93d7-df3c74dd000e,3,363.82529056043336,191.9889408410189,3782184,12136,Agadir,Lille,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Wifirst S.A.S.,2020-07-03 20:09:07.724000+00:00,2020-07-03 20:09:43.857000+00:00,31
3675,4e513c2b-924a-4615-9e0e-35d0004ddd42,bf040d70-1641-4fdf-af0e-c05fda6bbcbe,315,4562.404017940257,4291.357556195808,404405672,257876,Paris,Paris,FR,FR,Western Europe,Western Europe,Free SAS,Free SAS,2020-07-03 06:36:05.596000+00:00,2020-07-03 08:29:24.985000+00:00,8
10738,edece7bf-d42e-46d8-a6fc-6acade7d28de,3c4afcf6-16ae-4218-bf83-4c29fd2eaf83,4,332.7977845308088,88.18452853568733,5118112,16172,Chaville,Arlington,FR,US,Western Europe,Northern America,Bouygues Telecom,Verizon Fios,2020-07-03 22:25:12.245000+00:00,2020-07-03 22:25:56.034000+00:00,6
9456,d0ea9a19-d507-44a6-9d28-3efbe6fdc91b,9d0c61e3-de43-4b26-92bb-7f6d9558e0ce,2,242.55970764447247,19.389679078266315,2548528,10544,Dortmund,Annemasse,GM,FR,Western Europe,Western Europe,Unitymedia,Orange,2020-07-03 20:22:30.260000+00:00,2020-07-03 20:27:11.126000+00:00,10
6804,962fbe5c-fc90-4aed-bbdf-86d88828e3b7,488903f3-7554-44a2-b77e-430799933ea1,4,405.4960423715992,85.25463223929944,5139168,13100,Seville,Hamburg,SP,GM,Southern Europe,Western Europe,Telefonica de Espana,O2 Deutschland,2020-07-03 18:35:40.150000+00:00,2020-07-03 18:37:01.368000+00:00,12
7050,9999f1f6-a201-4983-ae84-a8cce28c4ec0,2a3c901a-5b10-48f1-b17d-439e9fb5c820,169,323.6371888515777,118.18755354980802,218727096,745585,Montreal,College Point,CA,US,Northern America,Northern America,Carry Telecom,Spectrum,2020-07-03 04:24:44.426000+00:00,2020-07-03 05:36:20.411000+00:00,14
8017,ae066f14-ee20-4034-b41a-1fa79cfa790d,3cd5d47d-160d-4d7d-9bf3-0c03c8c84ce4,7,314.98018326073145,75.18463395271351,5001928,16928,Villamediana de Iregua,Lochem,SP,NL,Southern Europe,Western Europe,Orange Espana,KPN,2020-07-03 21:05:17.449000+00:00,2020-07-03 21:11:45.978000+00:00,21
1152,1c3dfaac-7623-4609-8349-bdbe20a7b7f8,96dc949d-74e3-44f8-91a9-e130c821800c,180,298.36847550424096,64.51887151976058,232748512,816116,Oujda,Berlin,MO,GM,Northern Africa,Western Europe,Maroc Telecom ADSL,Vodafone Kabel Deutschland,2020-07-03 15:04:31.251000+00:00,2020-07-03 15:54:31.300000+00:00,7
5888,83f07169-4767-429c-833b-417fa242b374,ae3b82ac-6164-4cd3-a86a-d1276fa6f449,47,326.5666463107762,59.654634255850866,60532616,191497,Tourouvre,Paris,FR,FR,Western Europe,Western Europe,Orange,Free SAS,2020-07-03 23:33:03.485000+00:00,2020-07-03 23:44:35.796000+00:00,9
4848,693992c9-db37-444a-9f34-e973bbde0c1d,4883b093-7544-49d0-972d-29655332bbcf,8,309.0599240446667,113.6561424603643,10239232,35904,Casablanca,Casablanca,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 11:36:55.242000+00:00,2020-07-03 12:31:51.308000+00:00,17
1976,2dbb5dbf-a0b8-4a09-a03e-7ff1466a35b2,74d7c745-59c0-4b51-9f71-3dc6f3ada6ee,205,94.33443587470644,13.134200963782046,91616536,995819,Barcelona,Oshawa,SP,CA,Southern Europe,Northern America,Orange Espana,Bell Canada,2020-07-03 00:00:13.022000+00:00,2020-07-03 00:29:17.137000+00:00,17
10046,dd3c2631-886c-447d-9209-4e87fe8ce097,194214e1-ee2c-4048-8e74-74bc6b27ec84,18,562.6637853248112,223.36290339798808,23264624,46289,Salé,Orsay,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Wifirst S.A.S.,2020-07-03 20:44:41.769000+00:00,2020-07-03 20:48:01.992000+00:00,8
6030,8670172f-02be-4064-bf5c-f7ab9c9958e6,9ec90b92-1a80-46b5-a81b-01e812d45795,323,311.9596808712971,66.02632544416457,415839080,1394484,Montreal,Düsseldorf,CA,GM,Northern America,Western Europe,Bell Canada,Vodafone DSL,2020-07-03 22:28:20.868000+00:00,2020-07-03 23:25:40.567000+00:00,7
9501,d14be73b-316e-484f-b804-ac38e7c15c4a,9f6f3eb7-8152-4a86-a997-ecbb94d38e0f,65,281.4407147366765,55.6397578431387,82816632,303221,Raleigh,Hamburg,US,GM,Northern America,Western Europe,Spectrum,O2 Deutschland,2020-07-03 19:34:35.253000+00:00,2020-07-03 20:17:42.190000+00:00,20
1820,299995a7-70df-48c5-8a96-8c61b501d13c,c66dae6d-8f76-4868-bce3-dce8fd9ac812,4,242.82046648221734,24.387036844852275,5316640,21969,Rabat,Wiesbaden,MO,GM,Northern Africa,Western Europe,Maroc Telecom ADSL,Unitymedia,2020-07-03 22:04:49.708000+00:00,2020-07-03 22:07:09.357000+00:00,16
2079,2eefba8f-21f5-4bff-97b9-46f6811f42d0,050cf652-00c7-4d65-a852-d38f7c9b5ec5,5,123.61869205713636,51.88285234546443,3088088,24741,Drancy,Hamburg,FR,GM,Western Europe,Western Europe,Free SAS,Deutsche Telekom AG,2020-07-03 21:50:08.659000+00:00,2020-07-03 22:25:34.148000+00:00,8
9655,d4eaaada-0e2f-4753-830e-cbe5aff31b36,6628a4c0-dcac-4cf3-87e5-54dad55e3b05,7,346.71707806465093,121.73021942741595,8861192,27702,Dublin,Sant Vicenç dels Horts,EI,SP,Northern Europe,Southern Europe,Virgin Media Ireland,Orange Espana,2020-07-03 20:49:20.316000+00:00,2020-07-03 20:56:02.566000+00:00,10
2081,2eefba8f-21f5-4bff-97b9-46f6811f42d0,8d74bc04-162b-4724-a480-56ceb512b6f3,23,264.1686754216916,54.99768148704491,29619400,116815,Drancy,Amsterdam,FR,NL,Western Europe,Western Europe,Free SAS,Euronet Communications B.V.,2020-07-03 21:57:47.671000+00:00,2020-07-03 22:24:24.162000+00:00,8
10140,df8c6383-8d8c-4c3d-abdc-29a6191cd040,fa59259f-f2e1-4f0d-911d-d8a1e5374c41,7,308.62800591942533,72.09157973616246,9017608,30531,Marrakesh,Nivelles,MO,BE,Northern Africa,Western Europe,Maroc Telecom,VOO,2020-07-03 13:07:41.756000+00:00,2020-07-03 13:10:50.800000+00:00,8
1786,294238c4-dc94-4c3d-89f8-81c032ed6878,46438a91-d44a-4a29-93cd-8b42660ec454,2,529.7746045552939,278.88402740626873,2572592,5615,Tétouan,Casablanca,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 19:57:29.175000+00:00,2020-07-03 19:57:31.029000+00:00,14
9213,cb311b29-c033-4366-867c-dfcc299ab677,5a940a71-f9f7-403a-90c1-d879ead3d5ef,4,296.51941591742866,95.2571283044107,4050272,14517,Oslo,Asilah,NO,MO,Northern Europe,Northern Africa,Blix Solutions,Maroc Telecom,2020-07-03 21:08:59.616000+00:00,2020-07-03 21:10:10.495000+00:00,12
1029,1926831f-497b-43c0-a6a1-92725eec0bd8,8806c41b-225c-4a73-91ea-5322c9f42b17,3,211.4863012820032,66.81190289845131,2630120,13114,Fes,Bergschenhoek,MO,NL,Northern Africa,Western Europe,Maroc Telecom,KPN,2020-07-03 20:37:37.222000+00:00,2020-07-03 20:38:02.158000+00:00,8
11493,fe6c58ff-cbe8-4d41-b1b8-587852d3ab43,41e5f27f-9714-4790-b421-b4c2646bafba,29,381.8175310463357,111.92785814537879,37210840,105639,Casablanca,Novara,MO,IT,Northern Africa,Southern Europe,Maroc Telecom,Vodafone Italia DSL,2020-07-03 21:36:45.940000+00:00,2020-07-03 21:48:21.334000+00:00,13
3402,4883b093-7544-49d0-972d-29655332bbcf,97bf924e-b9af-4e48-8987-a5e901ecc93a,6,264.39598479910217,40.68626492687016,7732816,29617,Casablanca,Beyne-Heusay,MO,BE,Northern Africa,Western Europe,Maroc Telecom,Orange Belgium,2020-07-03 11:02:09.948000+00:00,2020-07-03 11:16:39.380000+00:00,9
4216,5b74b29a-b306-467b-8263-c1a96772148d,086f7bfa-5889-4919-843e-65b05b090246,2,563.0891482038173,98.48996756990712,2732016,4895,Paris,Terrassa,FR,SP,Western Europe,Southern Europe,Free SAS,Vodafone Spain,2020-07-03 20:25:44.107000+00:00,2020-07-03 20:27:01.831000+00:00,18
361,07eb0558-317c-4e60-9ae2-48e6a5c901d7,59a86a9d-04b9-4a9f-8e24-dfc0c8023d1f,16,361.22529106081265,133.3371664506259,20800320,64072,Lucciana,Fes,FR,MO,Western Europe,Northern Africa,SFR,Maroc Telecom,2020-07-03 15:01:47.059000+00:00,2020-07-03 15:09:51.677000+00:00,14
6386,8e9a1cac-ef0c-4ef3-a407-ac0b71f8b7a6,96d8ca41-052b-45a3-bbc0-b9635d7505e6,9,218.72755919754724,22.05857543096891,10423096,47863,Raleigh,Avignon,US,FR,Northern America,Western Europe,Spectrum,SFR,2020-07-03 10:54:44.304000+00:00,2020-07-03 10:58:22.372000+00:00,26
5604,79b7ea09-ed01-4eb2-8190-bff61996deb0,3c4afcf6-16ae-4218-bf83-4c29fd2eaf83,8,237.98191507655937,28.694679475728254,9875264,41293,Doha,Arlington,QA,US,Western Asia,Northern America,OOREDOO,Verizon Fios,2020-07-03 22:59:39.982000+00:00,2020-07-03 23:59:33.814000+00:00,6
9165,c9d2c5d9-b8aa-48c8-889f-45bba1649ff5,b834ff38-cc1b-4c5e-b2ca-aabb944d6471,12,379.72839304179007,91.03971312930541,15501728,42812,Lille,Barcelona,FR,SP,Western Europe,Southern Europe,Bouygues Telecom,Orange Espana,2020-07-03 23:34:34.496000+00:00,2020-07-03 23:42:32.855000+00:00,16
1736,2777fdcb-de45-4f9b-9125-5135af8d7eab,123fc564-7c5e-4d22-84fe-0e8a266ecfb4,2,313.0265107011326,34.632854705915214,2521456,8082,Brescia,Casablanca,IT,MO,Southern Europe,Northern Africa,Fastweb,Inwi Mobile,2020-07-03 11:29:15.872000+00:00,2020-07-03 11:29:45.757000+00:00,8
5984,8616fc36-19c3-43bf-b87d-0c004aef4d15,4b299694-3e85-4e6d-9cda-a89204394861,16,444.4943097070851,181.04764850990796,20553664,55721,Casablanca,Linköping,MO,SW,Northern Africa,Northern Europe,Maroc Telecom,Bahnhof AB,2020-07-03 19:14:18.219000+00:00,2020-07-03 19:24:07.448000+00:00,10
2517,394831a2-451a-440b-b9b6-c7076d84eed5,473132aa-ed4a-40b3-89f7-ae0725dfa489,25,292.43953295692086,57.82179626675046,32372472,114761,Riyadh,Skegness,SA,UK,Western Asia,Northern Europe,SaudiNet,Vodafone Broadband,2020-07-03 11:19:18.454000+00:00,2020-07-03 11:34:26.974000+00:00,7
2389,375212e4-acab-473b-b655-1af9e7a00e23,e40294d9-faea-49ec-93ce-27ab37e9954c,54,415.14965363620706,116.8174337110719,69772816,182206,Laval,Lochristi,FR,BE,Western Europe,Western Europe,Free SAS,Orange Belgium,2020-07-03 23:00:42.278000+00:00,2020-07-03 23:37:42.676000+00:00,24
9397,cf50fdba-4c3d-4dc2-be8a-44aa66cc09f1,9d487ee4-4fc7-4ac8-a1c4-1a492ea7f297,47,453.49163628563434,155.99421515394963,60701064,148700,Fes,Antequera,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Electrovideo Utrera S.A.,2020-07-03 20:28:38.318000+00:00,2020-07-03 20:55:51.259000+00:00,14
1887,2aa55ed9-edc7-48ba-b5ce-c21970c115da,2eb762d1-b634-4b69-acae-62a02760369d,3,264.7364344594966,13.01528311082973,3932584,14881,Casablanca,Courbevoie,MO,FR,Northern Africa,Western Europe,Maroc Telecom ADSL,Bouygues Telecom,2020-07-03 23:02:29.629000+00:00,2020-07-03 23:08:05.963000+00:00,6
8103,afe55168-f960-40b4-88c5-b2583a6228d5,ca81dd49-4b6f-4645-8675-2857b8e25456,11,71.17554141672633,2.6425593848831483,4961320,69792,Casablanca,Kenitra,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 05:24:24.656000+00:00,2020-07-03 05:25:32.098000+00:00,11
9637,d4c04e49-7ff9-4009-92c6-80a4e192cc5e,a5b1c5be-b1dd-4708-bb4e-7a9268a1572a,11,481.5621350869653,259.5571311229371,14093608,35098,Ad Darwa,Casablanca,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 19:48:48.664000+00:00,2020-07-03 19:54:00.514000+00:00,29
7082,99fd6b64-a75d-4b3b-8c7e-791a3b00728b,797e8990-88c2-4de1-829b-5b6377f82f35,60,655.3278130945487,272.38867968507884,77644000,139098,Salé,Tours,MO,FR,Northern Africa,Western Europe,Maroc Telecom,SFR,2020-07-03 18:51:14.137000+00:00,2020-07-03 19:08:22.937000+00:00,6
7247,9e5731cc-6531-40d6-99fb-e0e2b4e7f543,ab687a3e-a4c4-4e02-ad2e-7602d948cc54,2,106.73786192882366,80.67824683202703,464172,5865,Sidi Bel Abbes,Montpellier,AG,FR,Northern Africa,Western Europe,Algerie Telecom,SFR,2020-07-03 12:52:55.594000+00:00,2020-07-03 12:52:57.154000+00:00,13
10630,eb3d6a51-ec79-45ad-8e99-2b743f5106a4,c213e5e3-d912-4367-ba8f-1a42c4a69880,13,204.45945671147888,19.664264690019902,16278168,79888,Alexandria,Schopp,US,GM,Northern America,Western Europe,Comcast Cable,Deutsche Telekom AG,2020-07-03 18:24:10.027000+00:00,2020-07-03 19:26:41.375000+00:00,8
330,0755bb37-0737-48b6-8fe1-a49f1b3cf26f,c2b83822-4ff6-4ec3-86fb-e1ee6eea02c2,5,407.2885264210341,214.27936250558886,6481112,19433,Agadir,Brussels,MO,BE,Northern Africa,Western Europe,Maroc Telecom,Telenet,2020-07-03 21:43:47.948000+00:00,2020-07-03 21:46:06.221000+00:00,18
10504,e7a5b9c4-c06c-4376-82cc-0773ada9cac1,f86ad8e6-ae3c-4b77-b8a3-a6d401112f3b,34,374.3723213078916,142.77170809139923,43908528,130811,Orléans,Santander,FR,SP,Western Europe,Southern Europe,Bouygues Telecom,Orange Espana,2020-07-03 21:11:44.682000+00:00,2020-07-03 21:40:44.670000+00:00,28
11092,f4f5c140-9f5f-4467-af1b-88504b50ebbd,49a201fe-678b-4144-82e1-2b252453967a,16,333.8804028993714,118.89885953810042,20872512,69000,Taza,Frankfurt am Main,MO,GM,Northern Africa,Western Europe,Maroc Telecom ADSL,Unitymedia,2020-07-03 12:02:46.725000+00:00,2020-07-03 12:09:10.311000+00:00,7
10122,dee59f0d-c336-4701-91b0-944e89c4ef58,f37c39fd-59d4-4d01-b462-949fe274d9f0,2,208.9598917601457,22.112497077195826,2581616,12409,Casablanca,Doha,MO,QA,Northern Africa,Western Asia,Maroc Telecom,Vodafone Qatar Q.S.C.,2020-07-03 22:59:02.795000+00:00,2020-07-03 22:59:33.132000+00:00,7
9050,c780bc50-4810-4ce3-a1aa-ba384cac2558,54c2f0f1-fee7-4112-b624-f1a48e3bf185,9,365.82296892239134,93.39646992251451,11695480,33444,Heerlen,Tuili,NL,IT,Western Europe,Southern Europe,Ziggo,Vodafone Italia DSL,2020-07-03 11:53:55.746000+00:00,2020-07-03 11:55:49.911000+00:00,12
4222,5bac8b8d-b0a3-4dc5-8a4c-3dbb03d982ce,57381c64-775b-4148-9408-6f498a21fe1a,15,278.0593120995434,104.10133861840968,18950024,74395,Toulouse,Herstal,FR,BE,Western Europe,Western Europe,Wifirst S.A.S.,VOO,2020-07-03 09:54:01.353000+00:00,2020-07-03 10:26:28.969000+00:00,10
7552,a28bf178-e757-4711-ac9e-e6d769558288,b14b32da-4702-4c80-8eff-83bfc1d83fbe,14,335.63671751674764,102.69581895579778,18074320,57990,Lille,Alexandria,FR,US,Western Europe,Northern America,Bouygues Telecom,Comcast Cable,2020-07-03 00:00:05.390000+00:00,2020-07-03 00:19:54.601000+00:00,41
